iter	RMSE
416	982.5960598
417	977.749661
418	973.7941045
419	972.3706453
420	969.5157898
421	965.5502006
422	962.7937284
423	962.6737186
424	958.5780213
425	957.2326829
426	954.4578154
427	950.4055767
428	945.9271941
429	941.1068719
430	937.1448861
431	934.4693566
432	931.8345013
433	928.1292852
434	924.474163
435	920.1657745
436	917.5314438
437	913.3904599
438	910.7530255
439	908.1560335
440	905.5988912
441	903.1058991
442	900.6510163
443	898.2371596
444	894.6651952
445	890.4276019
446	886.9187095
447	883.4402123
448	883.0891166
449	879.0395822
450	876.6103919
451	875.3871808
452	872.3763626
453	869.9863986
454	866.6042731
455	863.2628995
456	860.3817851
457	857.9071291
458	854.0446995
459	851.6470563
460	849.2856616
461	846.9595044
462	843.1224334
463	840.8188965
464	836.7710865
465	834.5011389
466	830.5032353
467	828.2478532
468	824.2992044
469	822.0663178
470	820.9787951
471	818.7991211
472	817.8463426
473	815.6981246
474	813.5706913
475	811.4875407
476	808.3491042
477	804.4630797
478	802.3950215
479	799.3415412
480	795.5410395
481	795.2488049
482	794.3497374
483	793.4799899
484	789.7677189
485	787.6898902
486	784.7334383
487	784.4112265
488	782.3537116
489	778.7411739
490	776.705841
491	774.7017611
492	772.7307616
493	770.7871663
494	767.8748366
495	767.752588
496	764.4474749
497	762.5210261
498	758.9666199
499	758.6563004
500	756.7471062
501	756.433657
502	756.3267169
503	754.4489572
504	751.6590124
505	748.1788388
506	744.7505375
507	742.8744
508	741.0297299
509	739.213486
510	736.4575199
511	733.0821964
512	731.2836907
513	729.5079879
514	727.7597561
515	725.0906942
516	723.823749
517	720.5122539
518	720.4058575
519	717.7779936
520	717.4952931
521	714.9262711
522	712.3839999
523	710.6307639
524	708.1397443
525	706.4115062
526	705.2078034
527	703.9886158
528	702.2929581
529	701.8121405
530	700.1469049
531	698.5073564
532	696.8933998
533	694.4458646
534	692.0538272
535	691.591095
536	689.119381
537	685.6678938
538	682.5922557
539	682.3420207
540	679.9411269
541	678.3220537
542	678.0907043
543	676.4964271
544	675.068291
545	672.0659225
546	670.4949188
547	668.8749354
548	667.2820422
549	666.4144452
550	663.5374456
551	661.0462645
552	660.1853608
553	659.4924007
554	657.9503344
555	655.6249226
556	654.103396
557	650.8552412
558	649.4041409
559	648.8703669
560	647.3823552
561	645.0999144
562	641.5502895
563	639.6900271
564	637.0057334
565	633.5842584
566	631.3888627
567	628.7316442
568	628.4087387
569	626.9855273
570	625.5227563
571	625.4251579
572	624.8843541
573	623.6685519
574	622.7364329
575	621.3276699
576	618.3330621
577	615.1173114
578	613.7628053
579	612.6558389
580	612.0552371
581	610.7403138
582	608.2355009
583	606.9366946
584	605.6073256
585	604.5579762
586	601.9531286
587	601.4688791
588	599.5120213
589	596.9499615
590	596.3807595
591	595.3410912
592	592.8245322
593	590.4112397
594	587.9813351
595	587.9028721
596	587.7131279
597	587.1750941
598	586.7541678
599	585.2192939
600	584.7706503
601	584.6890799
602	584.3035675
603	583.0574769
604	581.9229636
605	579.5804872
606	578.5608809
607	577.3394247
608	576.3431903
609	575.3635335
610	574.4414512
611	573.6814807
612	572.7321343
613	571.8341217
614	570.9600016
615	569.0110104
616	568.0635719
617	565.4830602
618	564.0722144
619	563.1264787
620	561.2275631
621	560.7127766
622	560.6332493
623	559.7136719
624	557.6235706
625	556.7010702
626	556.192755
627	554.3380803
628	551.9423472
629	551.4418043
630	550.9498568
631	549.1426152
632	547.4416195
633	546.9578166
634	545.1878247
635	544.2609094
636	543.7820728
637	542.2006932
638	540.4681745
639	539.2179842
640	538.3116788
641	535.8629742
642	534.3953554
643	533.4995965
644	531.2463861
645	530.1929499
646	529.7407736
647	529.16767
648	526.950433
649	524.8958755
650	523.853129
651	522.9892071
652	521.7560421
653	521.5661422
654	519.6270376
655	519.0738351
656	518.5035408
657	516.4993008
658	514.5437833
659	514.1130726
660	513.7895156
661	512.933827
662	511.6201835
663	510.6008962
664	508.10327
665	506.873439
666	506.5072986
667	505.6727671
668	503.7366654
669	503.2486083
670	501.523072
671	499.6399209
672	499.0571513
673	498.8938719
674	498.331603
675	497.3785579
676	496.535458
677	495.7038682
678	495.1390366
679	494.3209811
680	493.7285992
681	492.0754271
682	490.9665462
683	490.1548804
684	489.7355606
685	489.6601076
686	489.3220518
687	489.2616046
688	488.2907896
689	487.8910577
690	486.9236514
691	485.8600743
692	485.1659644
693	484.588262
694	484.5161523
695	482.674679
696	481.9013121
697	480.0204241
698	479.9529778
699	479.0404499
700	478.1427125
701	477.2323474
702	476.2573261
703	475.8063579
704	474.9506794
705	474.1815888
706	474.0443906
707	473.9908377
708	473.505462
709	471.7867345
710	471.6686325
711	471.5404164
712	469.7008142
713	469.1358101
714	468.4913851
715	466.2537984
716	465.532565
717	465.151667
718	463.2336089
719	463.1726742
720	462.6422126
721	462.1604528
722	460.4577405
723	459.7386813
724	459.3251169
725	459.2235516
726	458.3886902
727	457.6926193
728	457.629303
729	457.1232629
730	456.4406968
731	455.6185269
732	454.8862211
733	453.1169104
734	451.3255286
735	450.7838034
736	450.255233
737	449.8985185
738	449.2218084
739	448.9762487
740	447.2530143
741	446.173167
742	445.3811722
743	445.2057007
744	444.6917471
745	442.9532367
746	442.6000626
747	442.5421585
748	442.0414296
749	441.9864768
750	441.6802055
751	441.6284854
752	440.1401043
753	440.088437
754	440.0396149
755	439.6884217
756	438.0206212
757	437.5564515
758	435.7971921
759	435.6347967
760	434.9613303
761	434.3999053
762	432.6923106
763	432.3321343
764	431.5211168
765	431.1751668
766	430.3678207
767	430.3185423
768	429.6756101
769	428.8850928
770	428.1616561
771	426.8337917
772	426.0668318
773	425.0981821
774	425.0201257
775	424.2790471
776	422.8678141
777	422.5970974
778	421.0179858
779	420.7774962
780	419.3586853
781	418.2161028
782	417.2308143
783	416.4718448
784	415.7313459
785	415.0032258
786	414.8917564
787	414.5652149
788	413.2706033
789	412.9793641
790	412.5201431
791	411.7278502
792	410.784859
793	410.4861673
794	410.4395599
795	409.7310118
796	408.5018297
797	407.97426
798	407.3975348
799	406.9656138
800	406.9294798
801	406.6212454
802	406.5786381
803	406.1919884
804	405.0066797
805	404.8531855
806	403.6301397
807	403.0612253
808	402.3405112
809	401.5862214
810	401.2344779
811	399.9448941
812	399.3037025
813	398.6114998
814	398.3520875
815	397.9643228
816	396.7134664
817	396.575877
818	395.8140209
819	394.5427141
820	394.0060055
821	393.6434328
822	393.1350612
823	392.9142
824	392.782475
825	392.5037215
826	391.2574247
827	389.9276955
828	388.7952601
829	388.1407986
830	387.8507847
831	387.4381468
832	386.2538057
833	385.1474632
834	384.4920417
835	384.1116664
836	383.9010589
837	383.383533
838	383.0786245
839	382.5609493
840	382.4533126
841	381.2253758
842	380.7966158
843	379.3385619
844	379.2455795
845	377.9890471
846	377.6591412
847	377.5515902
848	375.9867398
849	375.6617805
850	375.4045189
851	375.1537388
852	374.0697078
853	373.9841866
854	373.5728495
855	372.2549951
856	371.8938429
857	371.2464787
858	371.2082902
859	370.9124197
860	370.412532
861	369.5528379
862	369.0484383
863	368.3833886
864	367.2458429
865	367.2092413
866	367.1734698
867	366.1833755
868	365.5700044
869	365.1502818
870	363.9649822
871	363.3707882
872	362.7689161
873	362.6867792
874	362.2982513
875	361.7597132
876	361.5003714
877	360.9519019
878	360.847655
879	359.8764705
880	359.5449284
881	358.9858155
882	357.8312923
883	357.5567099
884	357.4447217
885	355.9942882
886	354.725455
887	354.2618293
888	354.1668079
889	354.0550395
890	352.7633791
891	352.6710912
892	351.4008492
893	351.0897402
894	349.4817971
895	348.9621651
896	348.6829632
897	348.6574287
898	347.9127074
899	347.4571613
900	347.1995266
901	346.7424877
902	345.7331386
903	345.4030679
904	345.3133945
905	345.0383594
906	344.9497565
907	344.065261
908	342.6093442
909	342.1773036
910	341.8582102
911	341.6776917
912	341.3290591
913	340.4175036
914	340.0469008
915	339.7472856
916	338.3478285
917	338.2653776
918	338.0466332
919	337.8293021
920	337.6527541
921	337.001438
922	336.6101433
923	335.9498833
924	335.8597772
925	335.7779932
926	334.8053223
927	334.7649181
928	334.3130386
929	333.7390643
930	333.7109632
931	333.6795832
932	333.5671523
933	333.4698576
934	333.3866063
935	333.206007
936	333.0848715
937	332.0826903
938	331.8129908
939	331.572856
940	331.1196816
941	331.0903586
942	330.1236199
943	328.2716134
944	327.0199633
945	326.7422396
946	326.2058231
947	325.7326621
948	325.2007901
949	324.379258
950	324.0267229
951	322.8683804
952	322.7529387
953	321.8170435
954	321.6125254
955	320.6854591
956	319.5636799
957	319.3019756
958	318.4047163
959	317.432114
960	317.2116717
961	317.1144241
962	316.8914552
963	316.8563356
964	316.7785684
965	316.7518036
966	316.0370547
967	316.0051516
968	315.8459177
969	315.5455072
970	315.5159654
971	315.3401047
972	314.7871941
973	313.9495806
974	313.0946263
975	312.5301216
976	312.3281242
977	312.2319809
978	312.0243647
979	312.0006129
980	311.7078691
981	310.9886058
982	310.5496609
983	309.7404196
984	309.3040966
985	308.9753952
986	308.434324
987	308.0952295
988	307.8192679
989	306.5726438
990	306.5156118
991	306.4243871
992	305.3390485
993	304.7699346
994	304.561709
995	304.2886135
996	303.8483601
997	302.8239744
998	302.5143676
999	301.4521824
